split,game,half_file,tracker_mode,run_dir,second,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,goal_in_next_30s,goal_in_next_60s,seconds_to_next_goal,next_goal_team
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,6,1664.0411,1767.5788,1205.4428,1297.7423,1080.8761,0.520378,519.636773,321.548956,534.94873,656.35993,239.779441,0.08388,0.709355,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,7,1563.2548,2337.0014,1393.8429,1431.5888,1414.7991,0.495749,459.800991,356.959478,485.441772,581.715155,253.228519,0.075416,0.545344,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,8,493.4985,177.663,393.3973,233.7167,191.1076,0.151771,536.045412,582.256844,549.817241,658.734772,374.536397,0.108986,1.374391,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,9,38.2274,17.9121,35.3746,32.5372,6.6772,0.0,527.070488,535.311743,528.50674,607.895298,353.413505,0.11374,1.232625,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,10,140.7835,19.324,48.739,36.2785,37.428,0.059196,484.619052,481.92176,476.992504,547.479905,321.14723,0.108286,0.937209,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,11,300.4433,19.3402,162.4933,37.1513,108.2233,0.055927,453.213729,466.493717,475.357185,519.277891,324.768105,0.107919,0.861827,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,12,377.6096,21.6094,191.9605,36.5468,138.1805,0.017805,412.862997,374.615046,445.412653,376.759765,290.691593,0.10876,0.510717,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,13,568.2326,,835.6222,,,0.090974,343.138526,407.143782,440.159564,322.880388,319.294719,0.094474,0.397327,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,14,590.0007,554.0296,714.0198,757.581,324.3618,0.271895,256.604218,394.302877,334.369814,273.374933,346.269236,0.088823,0.127617,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,15,1316.3285,1252.81,1588.9707,1590.9511,959.2286,0.528635,325.552183,467.956584,411.307527,315.630866,348.744977,0.114179,0.54259,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,16,1266.233,1175.6585,1517.4759,1275.7438,1061.0274,0.515689,295.401038,458.517648,341.516416,335.83676,326.276724,0.114474,0.395645,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,17,1105.3554,1148.4614,1414.214,1196.066,955.1583,0.484855,301.410172,390.739461,333.002601,329.065663,297.769983,0.115095,0.266333,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,18,556.1925,1416.8622,916.6655,861.9271,1462.4609,0.386172,249.350825,154.372267,282.712896,221.099013,208.221365,0.090565,-0.467551,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,19,323.7665,101.6744,428.5265,108.5164,188.7059,0.199615,227.066315,298.801872,295.724529,290.127912,344.386946,0.094044,-0.034991,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,20,190.81,731.74,166.8075,429.1989,234.0652,0.236246,230.106349,377.383575,320.559994,329.745542,346.213009,0.091787,0.117044,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,21,1301.9521,1401.3154,1712.8842,2269.1188,949.0533,0.40156,325.254578,461.078475,463.792239,559.626444,426.737108,0.107992,0.873237,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,22,1349.0637,1501.0606,1556.6587,2105.935,851.8687,0.516154,322.249109,473.262978,476.468073,579.948857,435.140537,0.115639,0.962935,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,23,1085.3244,1110.3781,1535.2693,1552.0715,550.1262,0.449098,329.560735,464.087368,414.240842,577.050486,420.318537,0.115027,0.857868,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,24,1001.1413,1110.4149,1209.655,1282.2486,373.1804,0.283302,335.802246,417.682311,434.642024,546.327734,395.981262,0.113515,0.76756,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,25,1597.0332,1116.2235,2853.6898,1125.4741,493.8812,0.325114,322.758665,348.385137,511.550406,478.668174,344.56466,0.092022,0.536629,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,26,1626.0725,1069.2666,3116.9041,888.1944,735.1145,0.372665,320.653047,345.36568,530.722345,470.875415,358.508107,0.095483,0.583923,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,27,1564.7571,967.4482,3073.1969,885.4648,832.7194,0.380265,310.696832,352.827808,524.766873,463.180603,357.68169,0.093159,0.556356,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,28,1389.8395,980.3385,2534.9158,680.8252,400.5712,0.358181,273.272298,327.276749,528.84014,450.230668,350.166248,0.0855,0.431082,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,29,1397.4981,1075.7582,2290.9637,743.749,248.9403,0.353189,250.79556,205.299946,504.421439,381.181976,237.953835,0.067343,-0.072237,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,30,1405.5729,1234.0896,2116.2421,1092.2619,233.0189,0.380212,238.307396,158.126534,495.721701,383.965023,235.010058,0.066382,-0.160846,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,31,1347.4921,998.6984,2039.6811,1156.4224,204.5126,0.425234,133.00127,114.708109,348.770116,206.389077,166.36187,0.054353,-0.807503,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,32,1714.1353,1326.077,2280.9298,1243.76,248.7415,0.467166,164.95443,137.471451,357.272432,198.804461,161.066299,0.047087,-0.779439,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,33,1931.2961,1600.4947,2263.105,1370.0868,405.5143,0.476279,160.296575,125.844967,356.915977,156.050785,146.569325,0.041293,-0.880206,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,34,2042.4536,1607.2011,2161.7809,1258.7823,322.8137,0.463524,162.994004,126.511928,334.48696,140.198943,137.144802,0.025989,-0.99958,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,35,1981.5488,1602.8791,2159.766,897.531,208.4168,0.442916,109.495281,126.363257,170.284971,160.646623,136.514414,0.023868,-1.256402,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,36,1350.3035,935.4373,1658.6544,769.1251,304.0708,0.427793,169.71588,188.411745,194.074707,149.759246,121.956483,0.020625,-1.127157,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,37,1313.3019,901.0174,1866.8364,653.9329,418.7051,0.418824,167.284495,181.671895,210.522192,161.005504,123.65943,0.020762,-1.106217,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,38,1198.9931,875.6606,1838.0751,692.8249,397.1417,0.383956,161.22362,182.918552,159.570202,144.430751,82.600955,0.022041,-1.240624,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,39,1115.6582,1008.6226,1843.1408,788.1244,334.7482,0.343533,168.791248,186.672777,135.681561,147.668322,73.677217,0.025584,-1.250706,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,40,1123.3417,932.7554,1933.221,959.0897,369.1008,0.291294,168.752117,178.426356,127.217414,129.913565,75.520327,0.028105,-1.270672,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,41,1088.2076,878.9987,1768.3345,951.9528,362.9524,0.275642,166.457444,160.262905,136.049966,124.211197,73.28454,0.025168,-1.305648,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,42,1002.0913,809.5127,1482.3513,881.3227,291.1975,0.244509,138.404754,134.473649,140.523418,122.540444,76.037141,0.024088,-1.366086,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,43,0.0,0.0,0.0,0.0,1078.9974,0.174483,216.897807,187.98315,286.976061,198.040041,139.139855,0.03018,-0.853608,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,chelsea_burnley_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_001_b5af707d28_hybrid_reid,44,0.0,0.0,0.0,0.0,,0.0,205.782059,187.31251,276.843651,186.909587,145.41089,0.046352,-0.8053,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,0,,,,,,,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,1,,,,,,,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,2,,,,,,,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,3,1956.4279,1087.3259,3420.2448,2045.0734,2190.1557,0.357598,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,4,1076.9272,1506.2487,2302.4397,2853.3807,353.8667,0.207905,879.500641,418.922755,1117.805096,808.307279,1836.289048,0.149692,2.790693,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,5,631.0762,192.7054,531.8483,215.0257,455.6858,0.130396,662.675825,866.233028,1444.198245,1723.331135,969.054076,0.113601,2.865112,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,6,150.2341,536.6049,112.5589,392.8558,342.4286,0.177156,602.06459,692.121844,1102.561975,1208.164116,683.788432,0.091321,1.806698,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,7,51.2913,442.1082,37.7097,332.4152,360.5905,0.141773,476.284137,542.715559,845.633776,921.233233,517.381796,0.077336,1.014519,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,8,45.0108,872.8828,35.1901,644.1498,663.304,0.194896,382.283415,520.327368,677.010943,799.333505,474.448134,0.072494,0.659125,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,9,52.5512,1597.2802,38.9118,1162.5441,1196.2891,0.268364,319.82625,554.339051,564.796072,752.510303,484.204292,0.072656,0.53481,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,10,426.5182,692.9116,311.3791,524.9866,564.6722,0.222961,327.560646,604.343279,523.034808,736.088471,505.263239,0.068763,0.531015,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,11,745.579,0.0,571.8942,0.0,398.765,0.099517,326.498155,615.414318,490.219852,709.700738,462.843731,0.075598,0.540977,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,12,363.375,0.0,292.9028,0.0,15.9817,0.0,332.687691,547.034949,466.750029,630.8451,453.948133,0.078256,0.448001,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,13,466.1294,,342.8501,,,0.024034,309.694361,547.034949,425.06976,630.8451,453.948133,0.072834,0.35204,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,14,685.8512,,465.2252,,,0.136023,243.716482,563.048974,325.526762,608.662328,281.155519,0.069063,0.095907,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,15,328.678,,227.8924,,,0.048068,234.848707,455.835498,172.200904,318.706233,306.775007,0.070108,-0.238459,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,16,47.5588,,31.0427,,,0.0,214.876408,474.491502,149.956934,342.185592,339.027984,0.070239,-0.224826,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,17,29.3364,0.0,19.1485,0.0,374.0968,0.009483,206.804376,550.490462,143.661433,398.534594,403.201203,0.067648,-0.126524,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,18,29.8246,,19.4671,,,0.0,206.225152,580.419426,143.441335,420.234595,428.323132,0.063284,-0.112821,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,19,34.9194,,22.7927,,,0.0,205.980586,532.426746,143.401717,387.514694,393.435815,0.055938,-0.255739,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,20,373.8305,701.9039,309.7874,1316.2171,522.9099,0.137748,202.474989,346.455795,144.854461,262.493301,274.345261,0.065172,-0.476791,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,21,1189.0522,1002.9404,1065.4458,1913.6437,603.4105,0.51079,252.091092,150.518293,194.368791,298.713305,231.641966,0.090132,-0.349489,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,22,1128.5548,956.1344,989.4119,1825.1508,702.746,0.496765,219.920436,173.921315,174.073037,342.959765,89.918023,0.081583,-0.502284,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,23,1126.9325,1113.236,987.8579,2169.5002,924.4182,0.508719,209.807231,168.314746,169.233701,343.422983,133.836084,0.080375,-0.507126,0,0,,
