split,game,half_file,tracker_mode,run_dir,frames_processed,goal_events_count,field_calibration_refresh_successes,field_registered_ratio,home_tracks,away_tracks,team_cluster_distance,player_tracker_backend,raw_unique_player_track_ids,unique_player_track_ids,tracklet_merges_applied,stitched_track_id_reduction,average_track_length,raw_average_track_length,longest_track_length,player_track_churn_ratio,raw_player_track_churn_ratio,average_player_detections_per_frame,ball_rows,unique_ball_track_ids,average_ball_detections_per_frame,overlay_video,entropy_timeseries_csv,goal_events_csv
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_720p,chelsea_burnley_h1_10m.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_720p_suite_20260308/runs/local_001_45fe128bd2_bytetrack,250,0,19,0.9952,23,11,0.1889,none,34,34,0,0.0,80.0294,80.0294,250,0.136,0.136,10.884,19,1,0.076,/runs/local_001_45fe128bd2_bytetrack/outputs/overlay.mp4,/runs/local_001_45fe128bd2_bytetrack/outputs/entropy_timeseries.csv,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_720p,chelsea_burnley_h1_10m.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_720p_suite_20260308/runs/local_001_45fe128bd2_hybrid_reid,250,0,19,0.9952,23,11,0.1889,torchvision_resnet18_imagenet@mps,34,23,11,0.323529,80.0294,80.0294,250,0.092,0.136,10.884,19,1,0.076,/runs/local_001_45fe128bd2_hybrid_reid/outputs/overlay.mp4,/runs/local_001_45fe128bd2_hybrid_reid/outputs/entropy_timeseries.csv,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_720p,chelsea_burnley_h2_20m.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_720p_suite_20260308/runs/local_002_97da42091a_bytetrack,250,0,25,0.8858,17,18,0.1827,none,35,35,0,0.0,108.2857,108.2857,250,0.14,0.14,15.16,190,5,0.76,/runs/local_002_97da42091a_bytetrack/outputs/overlay.mp4,/runs/local_002_97da42091a_bytetrack/outputs/entropy_timeseries.csv,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_720p,chelsea_burnley_h2_20m.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_720p_suite_20260308/runs/local_002_97da42091a_hybrid_reid,250,0,25,0.8858,17,18,0.1827,torchvision_resnet18_imagenet@mps,35,26,9,0.257143,108.2857,108.2857,250,0.104,0.14,15.16,190,5,0.76,/runs/local_002_97da42091a_hybrid_reid/outputs/overlay.mp4,/runs/local_002_97da42091a_hybrid_reid/outputs/entropy_timeseries.csv,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_720p,palace_arsenal_h1_12m.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_720p_suite_20260308/runs/local_003_180f25daa8_bytetrack,250,0,11,0.9124,11,13,0.4781,none,24,24,0,0.0,64.9583,64.9583,150,0.096,0.096,6.3,61,1,0.244,/runs/local_003_180f25daa8_bytetrack/outputs/overlay.mp4,/runs/local_003_180f25daa8_bytetrack/outputs/entropy_timeseries.csv,
