split,game,half_file,baseline_tracker_mode,candidate_tracker_mode,baseline_unique_player_track_ids,candidate_unique_player_track_ids,unique_player_track_ids_delta,baseline_average_track_length,candidate_average_track_length,average_track_length_delta,baseline_tracklet_merges_applied,candidate_tracklet_merges_applied,tracklet_merges_delta,baseline_stitched_track_id_reduction,candidate_stitched_track_id_reduction,stitched_track_id_reduction_delta,candidate_wins_fewer_ids,candidate_wins_longer_tracks
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample,reid_smoke_clip_720p.mp4,bytetrack,hybrid_reid,34,23,-11,80.0294,80.0294,0.0,0,11,11,0.0,0.323529,0.323529,1,0
